id,reference_to_national_permit,lang
ircc_3027,"Application in Form-III for seeking approval for the invention on ""Herbal composition for increasing milk in livestock"" for obtaining IP Rights in India Indian Patent Application Number: 464/KOL/2011",en
ircc_3028,"Application in Form-III for seeking approval for the invention on ""Ancillary process technology to extract sweet compound from Stevia rebaudiana bertoni plant"" for obtaining IP Rights in India Indian Patent Application Number: 166/KOL/2009 Date of Filing: 2009-01-29",en
ircc_3029,"Application in Form-III for seeking approval for the invention on ""Composition for early, profuse sporulation under solid state, of the improvised isolate of Trichoderma harzianum and a process thereof"" for obtaining IP Rights in India Indian Patent Application Number: 3459/DEL/2005",en
ircc_3030,"Application in Form-III for seeking approval for the invention on ""System and method of direct lactic acid production"" for obtaining IP Rights in India Indian Patent Application Number: 1364/KOL/2011",en
ircc_3031,"Application in Form-III for seeking approval for the invention on ""Isolation of oleanolic acid from Eugenia flower buds"" for obtaining IP Rights in India Indian Patent Application Number: 2428/MUM/2008",en
ircc_3032,"Application in Form-III for seeking approval for the invention on ""Process for Isolation of Bergenin from plant"" for obtaining IP Rights in India Indian Patent Application Number: 631/CHE/2006",en
ircc_3033,"Application in Form-III for seeking approval for the invention on ""Formulation for prevention and treatment of smut and process thereof"" for obtaining IP Rights in India Indian Patent Application Number: 1406/MUM/2010",en
ircc_3034,"Application in Form-III for seeking approval for the invention on ""Herbal nutraceutical composition and uses thereof"" for obtaining IP Rights in India Indian Patent Application Number: 579/KOL/2012",en
ircc_3035,"Application in Form-III for seeking approval for the invention on ""Styptic herbal formulation"" for obtaining IP Rights in India Indian Patent Application Number: 438/KOL/2011",en
ircc_3036,"Application in Form-III for seeking approval for the invention on ""Herbal composition for repelling insects"" for obtaining IP Rights in India Indian Patent Application Number: 435/KOL/2011",en
ircc_3037,"Application in Form-III for seeking approval for the invention on ""A green process for continuous and direct production of L-glutamic acid"" for obtaining IP Rights in India Indian Patent Application Number: 962/KOL/2014",en
ircc_3038,"Application in Form-III for seeking approval for the invention on ""Future magic bullet of polyherboceutical formulation for treatment of hypertension"" for obtaining IP Rights in India Indian Patent Application Number: 2578/DEL/2012",en
ircc_3039,"Application in Form-III for seeking approval for the invention on ""A renewable template supramolecular chemistry and nanoscience"" for obtaining IP Rights in India Indian Patent Application Number: 1161/KOL/2008",en
ircc_3040,"Application in Form-III for seeking approval for the invention on ""Method of preparation of a natural mosquito repellent and its composition"" for obtaining IP Rights in India Indian Patent Application Number: 201841006097",en
ircc_3041,"Application in Form-III for seeking approval for the invention on ""Regeneration and transformation of Cassava ( Manihot esculenta Crantz)"" for obtaining IP Rights in India Indian Patent Application Number: 1152/CHE/2011",en
ircc_3042,"Application in Form-III for seeking approval for the invention on ""Production of carotenoid pigments by bacteria"" for obtaining IP Rights in India, Europe and USA",en
ircc_3043,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for treatment of hypertension"" for obtaining IP Rights in India Indian Patent Application Number: 323/DEL/2013",en
ircc_3044,"Application in Form-III for seeking approval for the invention on ""Herbal nutraceutical health products"" for obtaining IP Rights in India Indian Patent Application Number: 3095/MUM/2010",en
ircc_3045,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for treatment of burn"" for obtaining IP Rights in India Indian Patent Application Number: 201741001005",en
ircc_3046,"Application in Form-III for seeking approval for the invention ""AJAS green -Goat milk based natural herbal beauty soap"" for obtaining IP Rights in India Indian Patent Application Number: 3257/DEL/2014",en
ircc_3047,"Application in Form-III for seeking approval for the invention on ""Process of preparing collagen-antibiotic particles for wound healing and product thereof"" for obtaining IP Rights in India Indian Patent Application Number: 201741028228",en
ircc_3048,"Application in Form-III for seeking approval for the invention ""A synergistic formulation comprising povidone-iodine and protein/peptides obtained from fibroin or silkworms and method thereof'' for obtaining IP Rights in India Indian Patent Application Number: 2716/CHE/2012",en
ircc_3049,Application in Form-III for seeking approval for the invention on ''A novel slurry seal mix for road construction and a process for the preparation thereof '' for obtaining IP Rights in India Indian Patent Application Number: 0595/DEL/2012,en
ircc_3050,"Application in Form-III for seeking approval for the invention ""Process for making natural immunogenic melanin - typhoid polysaccharide microparticles to be used as vaccine"" for obtaining IP Rights in India Indian Patent Application Number: 201841021260",en
ircc_3051,"Application in Form-III for seeking approval for the invention ""Purification process for pheomelanin from the culture supernatant of Sterptomyces spinoverrucosus"" for obtaining IP Rights in India Indian Patent Application Number: 201841021262",en
ircc_3052,"Application in Form-III for seeking approval for the invention ""Process of Production of Renewable Chemicals and Biofuels from Seaweeds"" for obtaining IP Rights in India, China, Europe and United States of America. Indian Patent Application Number: 3458/CHE/2011",en
ircc_3053,"Application in Form-III for seeking approval for the invention ""A method of lipid induction in algae and applications thereof"" for obtaining IP Rights in India Indian Patent Application Number: 201821007780",en
ircc_3054,"Application in Form-III for seeking approval for the invention on ""Novel formulation for NASH (Non-alcoholic steatohepatitis)'' for obtaining IP Rights in India. Indian Patent Application Number: 102/DEL/2012",en
ircc_3055,"Application in Form-III for seeking approval for the invention on ""Process for the production of violacein and its derivatives containing bioactive pigment from C hromobacterium sp . NIIST - CKK -01"" for obtaining IP Rights in India",en
ircc_3056,"Application in Form-I for access of Gossypium hirsutum L. cotton seeds from Nagpur, Maharashtra for Biosurvey and Bio-utilization purpose.",en
ircc_3057,"Application in Form-III for seeking approval for the invention on ""A Synergistic composition useful for hepatocurative action against CYP 450 bio-activation medicated hepatotoxicity induced by one or more drugs"" for obtaining IP Rights in India",en
ircc_3058,"Application in Form-III for seeking approval for the invention on ""Spongy Dessert (A herbal biotech Rassogolla)"" for obtaining IP Rights in India Indian Patent Application Number: 1445/DEL/2013",en
ircc_3059,"Application in Form-III for seeking approval for the invention ""A process for the preparation of flexible leather substitute from leather industry waste blended with microbial treated jute fiber"" for obtaining IP Rights in India Indian Patent Application Number: 201611029465",en
ircc_3060,"Application in Form-III for seeking approval for the invention on ""Herbal composition and ingestable capsule containing the same for accelerated healing and reunion of fractured bones"" for obtaining IP Rights in India Indian Patent Application Number: 2939/MUM/2010",en
ircc_3061,"Application in Form-III for seeking approval for the invention on ""Protein based from fenugreek seeds that regulates dyslipidemia and obesity and a process for the preparation thereof"" for obtaining IP Rights in India, Europe, France, Germany. Indian Patent Application Number: 1521/DEL/2008 Europe Patent No: EP2323676B1 International Application No: PCT/IN2008/000877",en
